LastLat,LastLng,magX,magY,magZ,Lat,Lng
19.07597662,72.99225882,41.77398682,-11.89880371,-17.04711914,19.07597662,72.99225882
19.07597662,72.99225882,41.74957275,-9.312438965,-18.45397949,19.07597662,72.99225882
19.07597662,72.99225882,41.09191895,-7.421875,-15.15655518,19.07597662,72.99225882
19.07597662,72.99225882,41.93572998,-6.565856934,-17.72613525,19.07597661,72.99225882
19.07597661,72.99225882,42.61932373,-8.474731445,-16.6885376,19.0759766,72.99225881
19.0759766,72.99225881,42.18292236,-6.636047363,-19.68994141,19.07597662,72.99225879
19.07597662,72.99225879,41.99523926,-3.314208984,-18.26171875,19.07597664,72.99225874
19.07597664,72.99225874,42.76428223,-0.053405762,-19.16809082,19.07597665,72.99225873
19.07597665,72.99225873,42.3034668,-7.051086426,-19.76623535,19.07597667,72.99225864
19.07597667,72.99225864,42.72155762,-2.217102051,-19.49462891,19.07597668,72.99225858
19.07597668,72.99225858,45.74279785,-1.188659668,-16.55883789,19.0759767,72.99225852
19.0759767,72.99225852,44.58618164,-0.537109375,-16.67022705,19.0759767,72.99225852
19.0759767,72.99225852,44.88983154,-0.347900391,-20.83740234,19.07597671,72.99225849
19.07597671,72.99225849,46.02508545,-5.749511719,-19.72198486,19.0759767,72.99225849
19.0759767,72.99225849,46.41571045,-1.654052734,-21.89941406,19.07597669,72.9922585
19.07597669,72.9922585,49.62310791,-4.454040527,-18.81561279,19.07597669,72.99225851
19.07597669,72.99225851,50.36621094,1.397705078,-21.60339355,19.07597669,72.99225847
19.07597669,72.99225847,49.15008545,-4.446411133,-22.06115723,19.07597669,72.99225844
19.07597669,72.99225844,49.18365479,0.633239746,-21.80175781,19.0759767,72.99225841
19.0759767,72.99225841,51.35345459,2.583312988,-23.06518555,19.07597671,72.99225841
19.07597671,72.99225841,51.69067383,-0.328063965,-22.43652344,19.07597672,72.99225842
19.07597672,72.99225842,50.13122559,-3.425598145,-23.91815186,19.07597673,72.99225843
19.07597673,72.99225843,47.66235352,-0.042724609,-24.53155518,19.07597674,72.99225844
19.07597674,72.99225844,49.65820313,2.059936523,-22.88360596,19.07597674,72.99225843
19.07597674,72.99225843,48.10028076,-1.713562012,-21.925354,19.07597674,72.99225841
19.07597674,72.99225841,46.77581787,-2.13470459,-25.04272461,19.07597675,72.99225833
19.07597675,72.99225833,44.90203857,1.499938965,-24.45373535,19.07597675,72.99225832
19.07597675,72.99225832,46.2310791,2.424621582,-22.20153809,19.07597675,72.99225829
19.07597675,72.99225829,42.80395508,0.305175781,-24.52545166,19.07597675,72.99225827
19.07597675,72.99225827,46.2387085,-1.248168945,-20.16906738,19.07597675,72.99225828
19.07597675,72.99225828,43.25714111,2.964782715,-22.05505371,19.07597675,72.99225833
19.07597675,72.99225833,6.271362305,28.11431885,-27.98461914,19.07597675,72.99225841
19.07597675,72.99225841,-29.4418335,-12.87689209,-23.14300537,19.07597674,72.99225849
19.07597674,72.99225849,-30.64727783,-11.64855957,-22.46704102,19.07597676,72.99225849
19.07597676,72.99225849,-31.8649292,-3.750610352,-23.57177734,19.07597677,72.99225852
19.07597677,72.99225852,-38.42315674,-8.688354492,-19.85931396,19.07597677,72.99225853
19.07597677,72.99225853,-30.61523438,-19.37866211,-25.18157959,19.07597678,72.99225852
19.07597678,72.99225852,-36.83929443,-12.72735596,-24.16229248,19.07597677,72.99225854
19.07597677,72.99225854,-50.79193115,8.657836914,-27.73284912,19.07597677,72.99225856
19.07597677,72.99225856,-38.30566406,-14.99938965,-23.43139648,19.07597677,72.99225858
19.07597677,72.99225858,-38.73596191,-18.09844971,-20.54290771,19.07597677,72.99225858
19.07597677,72.99225858,-44.71893311,-17.91992188,-23.56719971,19.07597678,72.99225858
19.07597678,72.99225858,-38.75427246,-26.01013184,-20.26367188,19.07597678,72.99225858
19.07597678,72.99225858,-32.15942383,-19.83337402,-21.68426514,19.07597678,72.99225858
19.07597678,72.99225858,-32.8704834,-17.61169434,-17.67730713,19.07597678,72.99225859
19.07597678,72.99225859,-30.1940918,-16.23687744,-18.92700195,19.07597678,72.99225859
19.07597678,72.99225859,-29.66766357,-13.15765381,-16.7678833,19.07597678,72.99225859
19.07597678,72.99225859,-26.63574219,-14.53704834,-15.18249512,19.07597679,72.99225859
19.07597679,72.99225859,-27.81066895,-10.62927246,-17.95959473,19.0759768,72.99225859
19.0759768,72.99225859,-25.55847168,-11.25946045,-18.9163208,19.0759768,72.99225856
19.0759768,72.99225856,-25.5355835,-7.438659668,-16.53442383,19.0759768,72.99225855
19.0759768,72.99225855,-24.22180176,-9.158325195,-18.94378662,19.07597681,72.99225857
19.07597681,72.99225857,-25.54168701,-7.43560791,-17.47894287,19.0759768,72.99225858
19.0759768,72.99225858,-26.43127441,-7.038879395,-15.61431885,19.0759768,72.99225857
19.0759768,72.99225857,-24.14855957,-5.917358398,-17.19360352,19.0759768,72.99225858
19.07598378,72.99221082,5.192565918,36.68212891,-29.47692871,19.07598378,72.99221082
19.07598378,72.99221082,6.884765625,33.11920166,-28.02124023,19.07598382,72.99221053
19.07598382,72.99221053,4.159545898,33.41827393,-29.2098999,19.07598359,72.99221143
19.07598359,72.99221143,4.071044922,36.50970459,-31.87713623,19.07598359,72.99221139
19.07598359,72.99221139,1.119995117,34.46655273,-30.87615967,19.07598361,72.99221133
19.07598361,72.99221133,-0.079345703,32.2769165,-29.19006348,19.07598361,72.99221133
19.07598361,72.99221133,-1.641845703,32.42797852,-30.65643311,19.07598361,72.99221132
19.07598361,72.99221132,-2.363586426,35.0769043,-29.48455811,19.07598362,72.99221126
19.07598362,72.99221126,-2.565002441,34.1506958,-27.84118652,19.07598362,72.99221116
19.07598362,72.99221116,-2.9296875,32.06481934,-28.01818848,19.07598363,72.99221114
19.07598363,72.99221114,-3.213500977,31.82525635,-31.26068115,19.07598363,72.99221111
19.07598363,72.99221111,-2.006530762,33.50067139,-29.7958374,19.07598364,72.99221107
19.07598364,72.99221107,-5.307006836,30.28869629,-29.28314209,19.07598364,72.99221107
19.07598364,72.99221107,-5.888366699,27.87780762,-32.15026855,19.07598378,72.99221028
19.07598378,72.99221028,-5.575561523,26.87835693,-30.88378906,19.07598378,72.99221028
19.07598378,72.99221028,-6.69708252,26.28479004,-32.02514648,19.07598378,72.99221028
19.07598378,72.99221028,-6.005859375,27.69775391,-29.47540283,19.07598378,72.99221028
19.07598378,72.99221028,-4.949951172,22.81494141,-32.77435303,19.07598373,72.99220973
19.07598373,72.99220973,-3.79486084,24.98626709,-30.75866699,19.07598373,72.99220973
19.07598373,72.99220973,-5.540466309,22.13439941,-31.45599365,19.07598373,72.99220973
19.07598373,72.99220973,-5.084228516,19.06280518,-32.16552734,19.07598373,72.99220973
19.07598373,72.99220973,-3.332519531,17.90771484,-28.72772217,19.07598381,72.99220915
19.07598381,72.99220915,0.16784668,21.20361328,-28.6026001,19.07598381,72.99220916
19.07598381,72.99220916,-2.796936035,22.32971191,-29.08477783,19.07604163,72.99178182
19.07604163,72.99178182,2.9296875,20.41931152,-30.72509766,19.07604163,72.99178182
19.07604163,72.99178182,0.11138916,18.96362305,-30.82122803,19.07604163,72.99178182
19.07604163,72.99178182,0.299072266,18.6340332,-30.97381592,19.07604163,72.99178182
19.07604163,72.99178182,-1.475524902,23.51226807,-28.72161865,19.07604163,72.99178182
19.07604163,72.99178182,-4.536437988,20.65582275,-32.61413574,19.07560997,72.99177832
19.07560997,72.99177832,-3.118896484,23.16741943,-31.29730225,19.07562936,72.99180385
19.07562936,72.99180385,-3.187561035,22.91564941,-31.1416626,19.07564918,72.99182182
19.07564918,72.99182182,-5.006408691,22.47009277,-30.25665283,19.07561174,72.9918247
19.07561174,72.9918247,-1.573181152,25.68206787,-30.21240234,19.07561174,72.9918247
19.07561174,72.9918247,-2.470397949,26.42059326,-30.63201904,19.07570208,72.99185968
19.07570208,72.99185968,-1.177978516,25.34637451,-28.23181152,19.07570208,72.99185968
19.07570208,72.99185968,-2.960205078,27.23693848,-28.59344482,19.07570208,72.99185968
19.07570208,72.99185968,-3.497314453,26.7364502,-29.87365723,19.07570208,72.99185968
19.07570208,72.99185968,-3.944396973,29.29534912,-26.171875,19.07570208,72.99185968
19.07570208,72.99185968,-1.829528809,28.07769775,-26.5838623,19.07570208,72.99185968
19.07570208,72.99185968,-1.98059082,29.05731201,-22.48535156,19.07570208,72.99185968
19.07570208,72.99185968,-3.804016113,28.78112793,-22.70202637,19.07570208,72.99185968
19.07570208,72.99185968,-1.062011719,29.737854,-22.92785645,19.07570208,72.99185968
19.07570208,72.99185968,0.89263916,30.01251221,-22.31292725,19.07570208,72.99185968
19.07570208,72.99185968,-1.644897461,29.22210693,-21.13494873,19.07570208,72.99185968
19.07570208,72.99185968,-1.594543457,28.47442627,-21.21582031,19.07570208,72.99185968
19.07570208,72.99185968,-4.707336426,28.42712402,-20.7611084,19.07570208,72.99185968
19.07570208,72.99185968,-2.772521973,28.21044922,-21.96350098,19.07570208,72.99185968
19.07570208,72.99185968,-3.578186035,26.78375244,-22.15270996,19.07570208,72.99185968
19.07570208,72.99185968,-1.396179199,25.39672852,-21.69647217,19.07570208,72.99185968
19.07570208,72.99185968,0.648498535,24.4354248,-23.68621826,19.07570208,72.99185968
19.07570208,72.99185968,-0.72479248,27.41699219,-24.10888672,19.07570208,72.99185968
19.07570208,72.99185968,3.550720215,24.57427979,-27.06298828,19.07570208,72.99185968
19.07570208,72.99185968,6.785583496,14.04724121,-27.4810791,19.07570208,72.99185968
19.07570208,72.99185968,16.73736572,13.87939453,-33.08105469,19.07570208,72.99185968
19.07570208,72.99185968,7.688903809,25.23498535,-31.26373291,19.07570208,72.99185968
19.07570208,72.99185968,9.585571289,29.50897217,-31.26373291,19.07570208,72.99185968
19.07570208,72.99185968,27.90527344,34.39483643,-42.3324585,19.07570208,72.99185968
19.07570208,72.99185968,7.577514648,38.58337402,-37.82653809,19.07570208,72.99185968
19.07570208,72.99185968,6.983947754,30.15136719,-34.49554443,19.07570208,72.99185968
19.07570208,72.99185968,1.737976074,30.15441895,-33.08410645,19.07570208,72.99185968
19.07570208,72.99185968,9.176635742,35.92224121,-33.21838379,19.07570208,72.99185968
19.0760295,72.99202543,5.06439209,-41.38183594,-22.50976563,19.0760295,72.99202543
19.0760295,72.99202543,4.516601563,-39.64233398,-22.12371826,19.0760295,72.99202543
19.0760295,72.99202543,2.053833008,-40.43884277,-19.13146973,19.0760295,72.99202543
19.0760295,72.99202543,6.0546875,-40.7043457,-21.76513672,19.0760295,72.99202543
19.0760295,72.99202543,8.190917969,-42.2744751,-17.52929688,19.0760295,72.99202543
19.0760295,72.99202543,5.390930176,-39.06097412,-18.78356934,19.0760295,72.99202543
19.0760295,72.99202543,7.336425781,-40.55328369,-14.07928467,19.0760295,72.99202543
19.0760295,72.99202543,7.440185547,-41.03851318,-16.99523926,19.0760295,72.99202543
19.0760295,72.99202543,9.91973877,-41.60461426,-12.82196045,19.0760295,72.99202543
19.0760295,72.99202543,10.84594727,-40.59295654,-12.78839111,19.0760295,72.99202543
19.0760295,72.99202543,10.39886475,-40.6036377,-11.69891357,19.0760295,72.99202543
19.0760295,72.99202543,6.932067871,-42.06695557,-11.97052002,19.0760295,72.99202543
19.0760295,72.99202543,9.283447266,-42.6361084,-7.40814209,19.07602945,72.99202532
19.07602945,72.99202532,14.71099854,-39.72015381,-9.43145752,19.07602945,72.99202531
19.07602945,72.99202531,11.64855957,-40.6829834,-8.665466309,19.07602945,72.99202531
19.07602945,72.99202531,9.564208984,-40.87524414,-9.519958496,19.07602945,72.99202532
19.07602945,72.99202532,12.37640381,-38.40332031,-13.43994141,19.07602944,72.9920253
19.07602944,72.9920253,10.70861816,-40.50445557,-14.44702148,19.07602939,72.99202492
19.07602939,72.99202492,7.716369629,-41.55426025,-12.49542236,19.07602939,72.99202492
19.07602939,72.99202492,7.03125,-39.89562988,-12.98217773,19.07602939,72.99202492
19.07602939,72.99202492,9.797668457,-41.02172852,-13.21716309,19.07602939,72.99202492
19.07602939,72.99202492,11.43188477,-39.99481201,-14.34326172,19.07602939,72.99202492
19.07602939,72.99202492,11.36322021,-39.57061768,-16.39251709,19.07602939,72.99202492
19.07602939,72.99202492,10.72692871,-38.99841309,-16.015625,19.07602909,72.9920261
19.07602909,72.9920261,10.97869873,-38.98925781,-17.34771729,19.07602909,72.99202612
19.07602909,72.99202612,12.08496094,-39.05944824,-16.60461426,19.07602909,72.99202612
19.07602909,72.99202612,10.96801758,-39.65606689,-17.11425781,19.07602909,72.99202612
19.07602909,72.99202612,11.77825928,-35.81237793,-20.00579834,19.07602819,72.99202738
19.07602819,72.99202738,12.89520264,-34.96246338,-20.36132813,19.07602819,72.99202739
19.07602819,72.99202739,10.92987061,-35.48278809,-21.84448242,19.07602818,72.9920274
19.07602818,72.9920274,11.66381836,-35.15014648,-19.53277588,19.07602818,72.99202743
19.07602818,72.99202743,13.42010498,-34.6206665,-20.50170898,19.07602818,72.99202745
19.07602818,72.99202745,11.58752441,-34.55200195,-23.23760986,19.07602817,72.9920275
19.07602817,72.9920275,13.19580078,-35.36376953,-22.87597656,19.07602816,72.99202755
19.07602816,72.99202755,12.55645752,-35.54840088,-20.76873779,19.07602816,72.99202756
19.07602816,72.99202756,12.80975342,-36.0458374,-20.28961182,19.07602815,72.99202759
19.07602815,72.99202759,14.16015625,-36.01837158,-22.29614258,19.07602815,72.99202758
19.07602815,72.99202758,12.65563965,-36.70654297,-22.18933105,19.07602814,72.99202763
19.07602814,72.99202763,12.80670166,-36.46697998,-19.34661865,19.07602814,72.99202764
19.07602814,72.99202764,13.92211914,-35.27832031,-21.03881836,19.07602814,72.99202771
19.07602814,72.99202771,14.04876709,-34.85107422,-22.84698486,19.07602813,72.99202776
19.07602813,72.99202776,12.58392334,-37.63122559,-20.46203613,19.07602812,72.99202781
19.07602812,72.99202781,12.14447021,-37.64801025,-17.87414551,19.07602812,72.99202778
19.07602812,72.99202778,12.33978271,-37.05444336,-19.67926025,19.07602811,72.99202773
19.07602811,72.99202773,15.29998779,-37.41607666,-22.50366211,19.07602811,72.99202782
19.07602811,72.99202782,10.54534912,-38.90533447,-21.00372314,19.07602809,72.99202795
19.07602809,72.99202795,12.39013672,-37.54882813,-20.62530518,19.07602802,72.99202827
19.07602802,72.99202827,9.074401855,-38.01422119,-20.33691406,19.07602775,72.99202907
19.07602775,72.99202907,10.23406982,-38.7512207,-19.27947998,19.0760277,72.99202924
19.0760277,72.99202924,8.079528809,-40.03753662,-17.53997803,19.07602767,72.99202944
19.07602767,72.99202944,7.952880859,-39.19830322,-19.6685791,19.07602767,72.99202951
19.07602767,72.99202951,6.575012207,-37.48016357,-17.02423096,19.07602766,72.99202955
19.07602766,72.99202955,6.726074219,-39.64080811,-17.42248535,19.07602765,72.99202963
19.07602765,72.99202963,2.978515625,-37.67852783,-21.23565674,19.07602761,72.99202989
